Question,Answer
ما تاريخ هذه الليلة؟, ليلة العاشر من ذي الحجة، وهي قبل يوم النحر. 
ما حكم أعمال هذه الليلة؟, يرى بعض العلماء أن المبيت في مزدلفة ركن، والصحيح - إن شاء الله - أنها من الواجبات، وهو قول الشافعية والحنابلة. 
هل هناك من يرى أن المبيت مستحب في مزدلفة؟, نعم، وهم علماء الأحناف رحمهم الله. 
ما الدليل على الوجوب؟,   لان النبي رخص للرعاة في ترك المبيت، لحديث عدي :] «أن النبي أرخص لرعاء الإبل في البيتوتة خارجن عن منى.» وأن العباس ] استأذن رسول الله [ أن يبيت بمكة ليالي منى من أجل سقايته فأذن له، ولا تكون الرخصة لهم إلا لانهم عرفوا أن حكم المبيت هو الوجوب. 
هل هناك من هدي نبوي أثناء الذهاب إلى مزدلفة؟, ح ّث النبي على السكينة والتكبير، فعن الفضل بن عباس قال: قال رسول الله [ للناس حن دفعوا عشية عرفة وغداة جمع: «عليكم بالسكينة» وهو كاف (ممسك) ناقته. رواه النسائي 
هل ُتشرع التلبية أثناء التوجه إلى مزدلفة؟, نعم، فقد ثبت أن النبي كان يلبي حتى رمى الجمرة يوم العيد. 
ما أعمال هذه الليلة؟, صلى النبي المغرب والعشاء بأذان واحد وإقامتين، ثم نام [، وبعد صلاة الفجر وقف للدعاء عند المشعر الحرام إلى أن أسفر الوقت جدا، ثم دفع إلى منى. 
هل يجوز أن تصلي النساء مع الرجال صالتي المغرب والعشاء؟,  ُفرادى، نعم، ويصلن خلف الرجال، أو جماعة وحدهن، أو إذ لا تجب عليهن صلاة الجماعة. 
ما مشروعية التنفل بعد الصلاتين؟,  لم ُينقل عن النبي التنفل في هذا الموضع. 
ما حكم أداء صالة الوتر بعد العشاء؟, اختلف العلماء في أداء النبي للوتر في مزدلفة، لكنه قد ثبت أنه [ لم يترك الوتر في الحضر أو السفر، لذا يشرع أداؤها في مزدلفة.
هل ُيشرع لحجاج أهل مكة قصر الصلاة وجمعها؟,نعم يشرع لهم ذلك في مزدلفة.  
هل المبيت في مزدلفة يستلزم النوم فيها؟, المبيت يعني قضاء الليل في مكان ما، ولا يشترط فيه النوم، ولكن على الحاج التقوي بالنوم لأعمال يوم النحر. 
هل ما سبق فعله النبي؟, نعم، هذا فعله النبي . 
هل يمكن التلفف بالقميص أو بملابس واقية من البرد؟, يمكن التلفف بالملابس من غير إدخال اليدين في الكمن. 
هل تغطية الرأس حذرا من البرد فيه شيء؟, ينبغي على الرجل المحرم الإ يغطي رأسه، ولو غطى من غير تعمد فلا شيء عليه. 
ماذا فعل النبي بعد الصالة؟, ورد أن النبي ملا صلى العشاء اضطجع حتى طلع الفجر. 
هل يجوز قضاء هذه الليلة بقراءة القرآن والصالة؟,   لا حرج على من قام الليل بالصلاة والدعاء اقتداء بفعل أسماء رضي الله عنها. رواه البخاري 
هل المبيت في هذه المنطقة مقصور على أماكن محددة، أم يجوز في أي بقعة فيها؟, المبيت في أي مكان في مزدلفة يجزئ، مع الاحتراس من التواجد في وادي محسر (موضع هاك أبرهة الحبشي والفيل.) 
إذا ُمنع صاحب السيارة من الوقوف في مزدلفة مكرها  ما  فوقف في منى وبات فيها. ما حكم صنيعه؟, لا شيء عليه، ويكون مكرها، قال تعالى: { َفات ُقوا الل َه اس َت َط ْع ُت ْم} ويجزئه في هذه احلال المرور فيها. 
ما الحكم على من لم يحرص بالبحث عن مكان في مزدلفة؟, المتساهل عليه الفدية، لترك واجب من واجبات الحج. 
هل يسقط المبيت عن بعض الحجاج في هذه الليلة؟,  نعم، يسقط عن الذي تركه لعذر؛ كمن وصل إلى عرفات ليلة النحر واشتغل بالوقوف بعرفة عن المبيت بالمزدلفة فلا شيء عليه، وكالمرأة لو خافت طروء الحيض أو النفاس، فبادرت إلى مكة بالطواف، وكمن أفاض من عرفات إلى مكة وطاف للركن ولم يمكنه الدفع إلى المزدلفة بلا مشقة ففاته المبيت، وكالرعاة والسقاة فلا دم عليهم لترك المبيت. 
ما دليل هذا الحكم؟, دليله ما وقع لعروة بن المضرس الذي ضل عن منطقة عرفة.   
إذا تأخر أداء الصلاة عن أول الوقت في وقت المغرب للزحام، فهل الصلاة صحيحة؟, نعم صحيحة، إن شاء الله. 
من لم يتمكن من استعمال املاء في قضاء الحاجة، هل يستعمل المنديل؟, نعم، لان المقصود في الطهارة إزالة النجاسة بأي مزيل. 
هل يجوز للمرأة أن تمسح على خمارها في الوضوء، لقرب الرجال حولها في موضع املياه؟, يجوز لها ذلك، للمشقة والحرج في نزعه. 
كيف تمسح على رأسها؟, تمسح على مقدم ناصيتها ( شعرها) من أسفل الحجاب، ثم تكمل المسح فوق الحجاب. 
هل يجوز للمرأة المحرمة أن تمسح على الجورب؟, نعم يجوز لها ذلك، إن كانت قد لبستهما على طهارة. 
هل الحكم السابق متوجه لنوعية خاصة في الجوارب؟, ليس هناك من قيد في الجورب، وكل ما كان في العرف أنه جورب فيجوز المسح عليه، إن كانت لبستهما على طهارة. 
هل يشترط التقاط الجمرات من منطقة مزدلفة؟, لا يشترط ذلك لان النبي التقطها وهو سائر إلى منى، فلا ينبغي الحرص بالتخصيص لمزدلفة بذلك. 
يحرص بعض الحجاج على التقاط الجمرات قبل أداء   الصلاة، فهل هذا من السنة النبوية؟, هذا من التكلف، فليس من السّنة تخصيص هذا الوقت ولا بعده لجمع الجمرات، والأمر فيه سعة. 
هل ُيشرع غسل الحصى؛ لاحتمال أن تكون قد لاقتها نجاسة؟, لا يشرع، بل هذا من البدع والتكلف، ومن باب الوسواس. 
متى يمكن الخروج من مزدلفة؟, من دفع من مزدلفة بعد نصف الليل أجزأه وحصل المبيت ولا دم عليه ، سواء كان هذا الدفع لعذر أم لغير عذر، والأفضل وقت السحر. 
متى يتحقق وقت الس َحر؟,   َحر يتحقق بعد مضي ثلثي الليل. 
ما الدليل على أن الخروج منها يكون في وقت السحر؟, دليله ما ورد عن ابن عباس: ( بعث بي رسول الله [ بس  من جمع - أي في مزدلفة- في ثقل النبي ) أخرجه مسلم 
ما الحكم في الدفع من مزدلفة بعد منتصف الليل؟, هذا جائز للنساء، وهو مما أفتى به العلماء أمثال ابن باز والألباني، واللجنة الدائمة للإفتاء. 
هل هذا متحقق لكل امرأة ولو كانت قوية، ومن يرافقها من الرجال؟, نعم، هذا متحقق لجميع النساء، وهكذا بقية الضعفة من كبار   السن وأتباعهم والصبيان. 
هل الحكم بجواز الخروج يشمل الرجال الأقوياء معهم؟, نعم يشمل كذلك المرافق للنسوة، مثل المحارم والسائقين وغيرهم. 
من أخذ برخصة الخروج بعد منتصف الليل ألجل الابتعاد عن الزحام ما حكم فعله؟, يجوز، لوجو د العذر في زماننا بسبب شدة الزحام، فمن تعجل بالانصراف من مزدلفة بعد منتصف الليل فلا حرج عليه. 
